first_author,title,year,character,gender,n_words,play_total_words
"Маяковский, Владимир Владимирович",Баня,1929,Оптимистенко,MALE,817,9614
"Маяковский, Владимир Владимирович",Баня,1929,Проситель,MALE,62,9614
"Маяковский, Владимир Владимирович",Баня,1929,Просительница,FEMALE,57,9614
"Маяковский, Владимир Владимирович",Баня,1929,Победоносиков,MALE,2922,9614
"Маяковский, Владимир Владимирович",Баня,1929,Ундертон,FEMALE,191,9614
"Маяковский, Владимир Владимирович",Баня,1929,Бельведонский,MALE,305,9614
"Маяковский, Владимир Владимирович",Баня,1929,Ночкин,MALE,149,9614
"Маяковский, Владимир Владимирович",Баня,1929,Режиссер,MALE,662,9614
"Маяковский, Владимир Владимирович",Баня,1929,Капельдинер,MALE,71,9614
"Маяковский, Владимир Владимирович",Баня,1929,Двойкин,MALE,87,9614
"Маяковский, Владимир Владимирович",Баня,1929,Тройкин,MALE,20,9614
"Маяковский, Владимир Владимирович",Баня,1929,Фосфорическая женщина,FEMALE,686,9614
"Маяковский, Владимир Владимирович",Баня,1929,Пассажиры,UNKNOWN,100,9614
"Маяковский, Владимир Владимирович",Баня,1929,Голоса,UNKNOWN,17,9614
"Маяковский, Владимир Владимирович",Баня,1929,Милиционер,MALE,1,9614
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Тамира,FEMALE,2685,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Клеона,FEMALE,730,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Мумет,MALE,1226,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Надир,MALE,1275,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Селим,MALE,1850,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Заисан,MALE,476,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Вестник (II/6),MALE,97,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Мамай,MALE,979,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Вестник (V/3),MALE,224,10012
"Ломоносов, Михаил Васильевич",Тамира и Селим,1750,Нарсим,MALE,470,10012
"Ломоносов, Михаил Васильевич",Демофонт,1752,Филлида,FEMALE,2131,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Демофонт,MALE,1962,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Креуза,FEMALE,302,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Полимнестор,MALE,1849,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Мемнон,MALE,977,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Илиона,FEMALE,1814,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Драмет,MALE,589,9975
"Ломоносов, Михаил Васильевич",Демофонт,1752,Вестник,MALE,351,9975
"Крылов, Иван Андреевич",Урок дочкам,1807,Семен,MALE,1539,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Даша,FEMALE,961,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Лиза,FEMALE,24,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Фекла,FEMALE,979,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Лукерья,FEMALE,1152,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Няня Василиса,FEMALE,323,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Велькаров,MALE,851,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Слуга,MALE,23,6043
"Крылов, Иван Андреевич",Урок дочкам,1807,Сидорка,MALE,191,6043
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Чернавка,FEMALE,375,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Подщипа,FEMALE,1000,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Дурдуран,MALE,301,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Трумф,MALE,851,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Слюняй,MALE,650,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Вакула,MALE,836,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Паж,MALE,41,4337
"Крылов, Иван Андреевич",Подщипа или Трумф,1800,Цыганка,FEMALE,283,4337
"Гумилёв, Николай Степанович",Гондла,1917,Конунг,MALE,502,5266
"Гумилёв, Николай Степанович",Гондла,1917,Лаге,MALE,548,5266
"Гумилёв, Николай Степанович",Гондла,1917,Ахти,MALE,562,5266
"Гумилёв, Николай Степанович",Гондла,1917,Груббе,MALE,532,5266
